delegates,electoral_votes,geo_name,individual_party,is_winner,name,rank,reporting_pct,state,vote_pct,votes
,9.0,Overall 2016 South Carolina Presidential Election Results,democrat,False,H. Clinton,2,100.0,South Carolina,40.8,849469
,9.0,Overall 2016 South Carolina Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,South Carolina,2.3,48715
,9.0,Overall 2016 South Carolina Presidential Election Results,independent_or_other,False,E. McMullin,4,100.0,South Carolina,1.0,20795
,9.0,Overall 2016 South Carolina Presidential Election Results,independent_or_other,False,J. Stein,5,100.0,South Carolina,0.6,12917
,9.0,Overall 2016 South Carolina Presidential Election Results,independent_or_other,False,D. Castle,6,100.0,South Carolina,0.3,5716
,9.0,Overall 2016 South Carolina Presidential Election Results,independent_or_other,False,P. Skewes,7,100.0,South Carolina,0.2,3221
3.0,3.0,Overall 2016 South Dakota Presidential Election Results,republican,True,D. Trump,1,100.0,South Dakota,61.5,227701
,3.0,Overall 2016 South Dakota Presidential Election Results,democrat,False,H. Clinton,2,100.0,South Dakota,31.7,117442
,3.0,Overall 2016 South Dakota Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,South Dakota,5.6,20845
,3.0,Overall 2016 South Dakota Presidential Election Results,independent_or_other,False,D. Castle,4,100.0,South Dakota,1.1,4059
11.0,11.0,Overall 2016 Tennessee Presidential Election Results,republican,True,D. Trump,1,100.0,Tennessee,61.1,1517402
,11.0,Overall 2016 Tennessee Presidential Election Results,democrat,False,H. Clinton,2,100.0,Tennessee,34.9,867110
,11.0,Overall 2016 Tennessee Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,Tennessee,2.8,70084
,11.0,Overall 2016 Tennessee Presidential Election Results,independent_or_other,False,J. Stein,4,100.0,Tennessee,0.6,15919
,11.0,Overall 2016 Tennessee Presidential Election Results,independent_or_other,False,M. Smith,5,100.0,Tennessee,0.3,7244
,11.0,Overall 2016 Tennessee Presidential Election Results,independent_or_other,False,R. De La Fuente,6,100.0,Tennessee,0.2,4064
,11.0,Overall 2016 Tennessee Presidential Election Results,independent_or_other,False,A. Kennedy,7,100.0,Tennessee,0.1,2868
38.0,38.0,Overall 2016 Texas Presidential Election Results,republican,True,D. Trump,1,99.9,Texas,52.6,4681590
,38.0,Overall 2016 Texas Presidential Election Results,democrat,False,H. Clinton,2,99.9,Texas,43.4,3867816
,38.0,Overall 2016 Texas Presidential Election Results,independent_or_other,False,G. Johnson,3,99.9,Texas,3.2,282524
,38.0,Overall 2016 Texas Presidential Election Results,independent_or_other,False,J. Stein,4,99.9,Texas,0.8,71307
6.0,6.0,Overall 2016 Utah Presidential Election Results,republican,True,D. Trump,1,82.5,Utah,46.6,397004
,6.0,Overall 2016 Utah Presidential Election Results,democrat,False,H. Clinton,2,82.5,Utah,27.8,237241
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,E. McMullin,3,82.5,Utah,20.6,175301
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,G. Johnson,4,82.5,Utah,3.3,27735
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,J. Stein,5,82.5,Utah,0.7,6072
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,D. Castle,6,82.5,Utah,0.7,5636
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,R. Giordani,7,82.5,Utah,0.2,2093
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,R. De La Fuente,8,82.5,Utah,0.1,585
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,A. Kennedy,9,82.5,Utah,0.0,397
,6.0,Overall 2016 Utah Presidential Election Results,independent_or_other,False,M. Moorehead,10,82.5,Utah,0.0,397
3.0,3.0,Overall 2016 Vermont Presidential Election Results,democrat,True,H. Clinton,1,100.0,Vermont,61.1,178117
,3.0,Overall 2016 Vermont Presidential Election Results,republican,False,D. Trump,2,100.0,Vermont,32.6,95050
,3.0,Overall 2016 Vermont Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,Vermont,3.4,10043
,3.0,Overall 2016 Vermont Presidential Election Results,independent_or_other,False,J. Stein,4,100.0,Vermont,2.3,6745
,3.0,Overall 2016 Vermont Presidential Election Results,independent_or_other,False,R. De La Fuente,5,100.0,Vermont,0.4,1063
,3.0,Overall 2016 Vermont Presidential Election Results,independent_or_other,False,G. La Riva,6,100.0,Vermont,0.1,323
13.0,13.0,Overall 2016 Virginia Presidential Election Results,democrat,True,H. Clinton,1,99.9,Virginia,49.9,1916845
,13.0,Overall 2016 Virginia Presidential Election Results,republican,False,D. Trump,2,99.9,Virginia,45.0,1731156
,13.0,Overall 2016 Virginia Presidential Election Results,independent_or_other,False,G. Johnson,3,99.9,Virginia,3.0,116600
,13.0,Overall 2016 Virginia Presidential Election Results,independent_or_other,False,E. McMullin,4,99.9,Virginia,1.4,52914
,13.0,Overall 2016 Virginia Presidential Election Results,independent_or_other,False,J. Stein,5,99.9,Virginia,0.7,27272
12.0,12.0,Overall 2016 Washington Presidential Election Results,democrat,True,H. Clinton,1,81.6,Washington,54.9,1364934
,12.0,Overall 2016 Washington Presidential Election Results,republican,False,D. Trump,2,81.6,Washington,38.3,950710
,12.0,Overall 2016 Washington Presidential Election Results,independent_or_other,False,G. Johnson,3,81.6,Washington,4.5,112520
,12.0,Overall 2016 Washington Presidential Election Results,independent_or_other,False,J. Stein,4,81.6,Washington,1.5,38377
,12.0,Overall 2016 Washington Presidential Election Results,independent_or_other,False,D. Castle,5,81.6,Washington,0.5,12342
,12.0,Overall 2016 Washington Presidential Election Results,independent_or_other,False,A. Kennedy,6,81.6,Washington,0.1,3095
,12.0,Overall 2016 Washington Presidential Election Results,independent_or_other,False,G. La Riva,7,81.6,Washington,0.1,2313
5.0,5.0,Overall 2016 West Virginia Presidential Election Results,republican,True,D. Trump,1,100.0,West Virginia,68.7,486198
,5.0,Overall 2016 West Virginia Presidential Election Results,democrat,False,H. Clinton,2,100.0,West Virginia,26.5,187457
,5.0,Overall 2016 West Virginia Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,West Virginia,3.2,22798
,5.0,Overall 2016 West Virginia Presidential Election Results,independent_or_other,False,J. Stein,4,100.0,West Virginia,1.1,8000
,5.0,Overall 2016 West Virginia Presidential Election Results,independent_or_other,False,D. Castle,5,100.0,West Virginia,0.5,3773
10.0,10.0,Overall 2016 Wisconsin Presidential Election Results,republican,True,D. Trump,1,100.0,Wisconsin,47.9,1409467
,10.0,Overall 2016 Wisconsin Presidential Election Results,democrat,False,H. Clinton,2,100.0,Wisconsin,46.9,1382210
,10.0,Overall 2016 Wisconsin Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,Wisconsin,3.6,106442
,10.0,Overall 2016 Wisconsin Presidential Election Results,independent_or_other,False,J. Stein,4,100.0,Wisconsin,1.1,30980
,10.0,Overall 2016 Wisconsin Presidential Election Results,independent_or_other,False,D. Castle,5,100.0,Wisconsin,0.4,12179
,10.0,Overall 2016 Wisconsin Presidential Election Results,independent_or_other,False,M. Moorehead,6,100.0,Wisconsin,0.1,1781
,10.0,Overall 2016 Wisconsin Presidential Election Results,independent_or_other,False,R. De La Fuente,7,100.0,Wisconsin,0.1,1561
3.0,3.0,Overall 2016 Wyoming Presidential Election Results,republican,True,D. Trump,1,100.0,Wyoming,70.1,174248
,3.0,Overall 2016 Wyoming Presidential Election Results,democrat,False,H. Clinton,2,100.0,Wyoming,22.5,55949
,3.0,Overall 2016 Wyoming Presidential Election Results,independent_or_other,False,G. Johnson,3,100.0,Wyoming,5.3,13285
,3.0,Overall 2016 Wyoming Presidential Election Results,independent_or_other,False,J. Stein,4,100.0,Wyoming,1.0,2512
,3.0,Overall 2016 Wyoming Presidential Election Results,independent_or_other,False,D. Castle,5,100.0,Wyoming,0.8,2038
,3.0,Overall 2016 Wyoming Presidential Election Results,independent_or_other,False,R. De La Fuente,6,100.0,Wyoming,0.3,710
