Unnamed: 0,csv,primary_key,2016_11_15,2016_11_23
0.0,governor_primaries_2016_by_county.csv,Oregon__Curry County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Curry County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Curry County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Curry County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Curry County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Deschutes County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Douglas County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Gilliam County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Grant County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Harney County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Hood River County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jackson County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Jefferson County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Josephine County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Klamath County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lake County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lane County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__K. Brown,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__J. Bell,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__D. Stauffer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__S. Johnson,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__K. Forsythe,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__democrat__C. Chance,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__republican__B. Pierce,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__republican__A. Alley,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__republican__B. Cuff,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__republican__B. Niemeyer,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Lincoln County__republican__B. Forthan,0.0,100.0
0.0,governor_primaries_2016_by_county.csv,Oregon__Linn County__democrat__K. Brown,0.0,100.0
