csv,primary_key,2016_11_15,2016_11_24
house_primaries_2016.csv,"7th District Primaries__republican__<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> C. Vaughn</span>",98.4,0.0
house_primaries_2016.csv,"8th District Primaries__democrat__<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> R. Drake</span>",100.0,0.0
house_primaries_2016.csv,"9th District Primaries__republican__<span class=""name-combo""> <span class=""token token-winner""><b aria-hidden=""true"" class=""icon icon-check""></b><span class=""icon-text"">Winner</span></span> R. Pittenger (i)</span>",100.0,0.0
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__democrat__H. Clinton,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__A. Kennedy,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__D. Castle,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__E. McMullin,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__G. Johnson,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__J. Stein,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__M. Moorehead,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__R. De La Fuente,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__independent_or_other__R. Giordani,82.5,94.3
presidential_general_election_2016.csv,Overall 2016 Utah Presidential Election Results__republican__D. Trump,82.5,94.3
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__democrat__H. Clinton,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__A. Kennedy,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__D. Castle,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__E. McMullin,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__G. Johnson,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__J. Stein,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__M. Moorehead,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__R. De La Fuente,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__independent_or_other__R. Giordani,81.1,100.0
presidential_general_election_2016_by_county.csv,Utah__Box Elder County__republican__D. Trump,81.1,100.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">E. Rodgers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">G. Conlon</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">G. Lightfoot</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">G. Myers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">G. Yang</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">H. Peters</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">J. Hanania</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">J. Kraus</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">J. Laws</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">J. Parker</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">J. Williamson</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">K. Harris</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">K. Roseberry</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">L. Sanchez</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">L. Shi</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">M. Beitiks</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">M. Herd</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">M. Munroe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">P. Elizondo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">P. Merritt</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">P. Wyman</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">R. Unz</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">S. Stokes</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">S. Vineberg</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">T. Del Beccaro</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">T. Gildersleeve</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">T. Palzer</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alameda County__independent_or_other__<span class=""name-combo"">V. Hougo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">E. Rodgers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">G. Conlon</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">G. Lightfoot</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">G. Myers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">G. Yang</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">H. Peters</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">J. Hanania</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">J. Kraus</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">J. Laws</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">J. Parker</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">J. Williamson</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">K. Harris</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">K. Roseberry</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">L. Sanchez</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">L. Shi</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">M. Beitiks</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">M. Herd</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">M. Munroe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">P. Elizondo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">P. Merritt</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">P. Wyman</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">R. Unz</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">S. Stokes</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">S. Vineberg</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">T. Del Beccaro</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">T. Gildersleeve</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">T. Palzer</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Alpine County__independent_or_other__<span class=""name-combo"">V. Hougo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">E. Rodgers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">G. Conlon</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">G. Lightfoot</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">G. Myers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">G. Yang</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">H. Peters</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">J. Hanania</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">J. Kraus</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">J. Laws</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">J. Parker</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">J. Williamson</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">K. Harris</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">K. Roseberry</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">L. Sanchez</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">L. Shi</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">M. Beitiks</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">M. Herd</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">M. Munroe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">P. Elizondo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">P. Merritt</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">P. Wyman</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">R. Unz</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">S. Stokes</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">S. Vineberg</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">T. Del Beccaro</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">T. Gildersleeve</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">T. Palzer</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Amador County__independent_or_other__<span class=""name-combo"">V. Hougo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">E. Rodgers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">G. Conlon</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">G. Lightfoot</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">G. Myers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">G. Yang</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">H. Peters</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">J. Hanania</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">J. Kraus</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">J. Laws</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">J. Parker</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">J. Williamson</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">K. Harris</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">K. Roseberry</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">L. Sanchez</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">L. Shi</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">M. Beitiks</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">M. Herd</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">M. Munroe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">P. Elizondo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">P. Merritt</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">P. Wyman</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">R. Unz</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">S. Stokes</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">S. Vineberg</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">T. Del Beccaro</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">T. Gildersleeve</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">T. Palzer</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Butte County__independent_or_other__<span class=""name-combo"">V. Hougo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">E. Rodgers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">G. Conlon</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">G. Lightfoot</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">G. Myers</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">G. Yang</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">H. Peters</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">J. Hanania</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">J. Kraus</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">J. Laws</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">J. Parker</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">J. Williamson</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">K. Harris</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">K. Roseberry</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">L. Sanchez</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">L. Shi</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">M. Beitiks</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">M. Herd</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">M. Munroe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">P. Elizondo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">P. Merritt</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">P. Wyman</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">R. Unz</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">S. Stokes</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">S. Vineberg</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">T. Del Beccaro</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">T. Gildersleeve</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">T. Palzer</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Calaveras County__independent_or_other__<span class=""name-combo"">V. Hougo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">C. Grappo</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">C. Grey</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">D. Grundmann</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">D. Krampe</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">D. Sundheim</span>",100.0,0.0
senate_primaries_2016_by_county.csv,"California__Colusa County__independent_or_other__<span class=""name-combo"">E. Garcia</span>",100.0,0.0
